school_name,school_code,region,district,level,ownership
NAKIDO SECONDARY SCHOOL,S.5225,Dar Es Salaam,Ilala Mc,Secondary,government
EL-SHAMMAH SECONDARY SCHOOL,S.5226,Dar Es Salaam,Ilala Mc,Secondary,government
ELIMO SECONDARY SCHOOL,S.5228,Geita,Geita Dc,Secondary,government
ONE WORLD SECONDARY SCHOOL,S.5232,Geita,Geita Dc,Secondary,government
IHAHI SECONDARY SCHOOL,S.5234,Simiyu,Bariadi Dc,Secondary,government
MBEYA ADVENTIST SECONDARY SCHOOL,S.5235,Geita,Geita Tc,Secondary,government
SONGWE SUNRISE SECONDARY SCHOOL,S.5236,Simiyu,Meatu Dc,Secondary,government
ST. ALOYSIUS GONZAGA BOYS' SEMINARY,S.5237,Mara,Tarime Tc,Secondary,government
NGULYATI SECONDARY SCHOOL,S.5239,Kilimanjaro,Same Dc,Secondary,government
ST. THERESA OF AVILA GIRLS' SECONDARY SCHOOL,S.5242,Geita,Geita Dc,Secondary,government
WAJA BOYS' SECONDARY SCHOOL,S.5244,Geita,Geita Dc,Secondary,government
OMEGA SECONDARY SCHOOL,S.5250,Mwanza,Ukerewe Dc,Secondary,government
REGINA PACIS GIRLS' SECONDARY SCHOOL,S.5251,Rukwa,Nkasi Dc,Secondary,government
CIRKET SECONDARY SCHOOL,S.5255,Arusha,Arusha Cc,Secondary,government
BENIGNIS GIRLS' SECONDARY SCHOOL,S.5256,Geita,Geita Dc,Secondary,government
ST. GETRUDE MLANDIZI GIRLS' SECONDARY SCHOOL,S.5258,Geita,Mbogwe Dc,Secondary,government
NEEMAH SECONDARY SCHOOL,S.5263,Geita,Geita Dc,Secondary,government
AMANAH SECONDARY SCHOOL,S.5265,Lindi,Ruangwa Dc,Secondary,government
MIKINDANI ISLAMIC SECONDARY SCHOOL,S.5266,Lindi,Ruangwa Dc,Secondary,government
HOPEGATE SECONDARY SCHOOL,S.5267,Lindi,Ruangwa Dc,Secondary,government
HOLY FAMILY GIRLS' SECONDARY SCHOOL,S.5268,Geita,Geita Dc,Secondary,government
LWEZERA SECONDARY SCHOOL,S.5271,Geita,Geita Dc,Secondary,government
MLEKIA WINNERS SECONDARY SCHOOL,S.5276,Geita,Geita Tc,Secondary,government
HADY SECONDARY SCHOOL,S.5277,Kigoma,Kasulu Tc,Secondary,government
SAKANA SECONDARY SCHOOL,S.5278,Mara,Tarime Dc,Secondary,government
JULIUS KAMBARAGE NYERERE SECONDARY SCHOOL,S.5282,Morogoro,Mvomero Dc,Secondary,government
ACT BUNDA GIRLS' SECONDARY SCHOOL,S.5284,Kilimanjaro,Hai Dc,Secondary,government
DOKAMAN SECONDARY SCHOOL,S.5285,Geita,Geita Dc,Secondary,government
BERACHAH VALLEY SECONDARY SCHOOL,S.5288,Iringa,Iringa Dc,Secondary,government
CHRISTON SECONDARY SCHOOL,S.5290,Mtwara,Mtwara Dc,Secondary,government
BARAKA SECONDARY SCHOOL,S.5291,Iringa,Iringa Mc,Secondary,government
TCRC FURAHA SECONDARY SCHOOL,S.5292,Tanga,Handeni Dc,Secondary,government
MOUNT ARARAT SECONDARY SCHOOL,S.5293,Dar Es Salaam,Kinondoni Mc,Secondary,government
KILAMSA SECONDARY SCHOOL,S.5295,Kilimanjaro,Mwanga Dc,Secondary,government
VUCHAMA UGWENO ISLAMIC SECONDARY SCHOOL,S.5298,Lindi,Liwale Dc,Secondary,government
KILIMANJARO ISLAMIC SECONDARY SCHOOL,S.5300,Tabora,Tabora Dc,Secondary,government
ST. XAVIER'S VISITATION SECONDARY SCHOOL,S.5302,Tabora,Tabora Dc,Secondary,government
SAYUNI SECONDARY SCHOOL,S.5306,Mara,Tarime Tc,Secondary,government
NYAMHOZA SECONDARY SCHOOL,S.5309,Tabora,Tabora Dc,Secondary,government
KITESA MOUNTAIN SECONDARY SCHOOL,S.5318,Kagera,Karagwe Dc,Secondary,government
LIBERMANN BOYS' SECONDARY SCHOOL,S.5324,Katavi,Mlele Dc,Secondary,government
IMPERIAL SECONDARY SCHOOL,S.5325,Mbeya,Mbeya Cc,Secondary,government
KIUMAKO SECONDARY SCHOOL,S.5326,Tabora,Tabora Dc,Secondary,government
NYAGIMORET SECONDARY SCHOOL,S.5327,Coast,Chalinze Dc,Secondary,government
OLIVEGREEN SECONDARY SCHOOL,S.5330,Kilimanjaro,Siha Dc,Secondary,government
FR. RAMON BOYS' SECONDARY SCHOOL,S.5332,Mara,Rorya Dc,Secondary,government
TAITA SECONDARY SCHOOL,S.5338,Mara,Serengeti Dc,Secondary,government
SELEJELE SECONDARY SCHOOL,S.5339,Mara,Rorya Dc,Secondary,government
SAMARIA SECONDARY SCHOOL,S.5340,Manyara,Hanang Dc,Secondary,government
FINGWA SECONDARY SCHOOL,S.5341,Mara,Rorya Dc,Secondary,government
KATOROSIA SECONDARY SCHOOL,S.5342,Mara,Serengeti Dc,Secondary,government
MUSABE BOYS' SECONDARY SCHOOL,S.5343,Tabora,Tabora Dc,Secondary,government
MUSABE GIRLS' SECONDARY SCHOOL,S.5344,Mara,Tarime Dc,Secondary,government
DE PAUL MBANGAMAO SECONDARY SCHOOL,S.5345,Mara,Tarime Dc,Secondary,government
RENEA BOYS' SECONDARY SCHOOL,S.5347,Arusha,Arusha Dc,Secondary,government
DE PAUL MBINGA SECONDARY SCHOOL,S.5349,Arusha,Arusha Dc,Secondary,government
NEW LIFE OLOSIVA SECONDARY SCHOOL,S.5352,Mbeya,Mbarali Dc,Secondary,government
KAMPALA JUNIOR SECONDARY SCHOOL,S.5355,Mbeya,Mbarali Dc,Secondary,government
ST. DON BOSCO MTIMBIRA GIRLS' SECONDARY SCHOOL,S.5356,Mbeya,Mbarali Dc,Secondary,government
ST. PIO X MALINYI SECONDARY SCHOOL,S.5357,Mbeya,Mbarali Dc,Secondary,government
ST. URSULA SECONDARY SCHOOL,S.5360,Songwe,Tunduma Tc,Secondary,government
QUDUS ISLAMIC SECONDARY SCHOOL,S.5362,Songwe,Tunduma Tc,Secondary,government
WAMA SHARAF GIRLS' SECONDARY SCHOOL,S.5365,Tabora,Tabora Dc,Secondary,government
UJIJI ISLAMIC SECONDARY SCHOOL,S.5367,Dar Es Salaam,Temeke Mc,Secondary,government
DEKAPOLI SECONDARY SCHOOL,S.5368,Tabora,Tabora Dc,Secondary,government
KAFULUSU SECONDARY SCHOOL,S.5370,Mbeya,Busokelo Dc,Secondary,government
MARGARETA NASEAU SECONDARY SCHOOL,S.5371,Tabora,Tabora Dc,Secondary,government
KUSEKWA MEMORIAL SECONDARY SCHOOL,S.5375,Tabora,Tabora Dc,Secondary,government
RITALIZA SECONDARY SCHOOL,S.5376,Katavi,Mpanda Dc,Secondary,government
ROHILA SECONDARY SCHOOL,S.5377,Tabora,Tabora Dc,Secondary,government
AL-HUDA ISLAMIC SECONDARY SCHOOL,S.5378,Mbeya,Chunya Dc,Secondary,government
ISTIQAAMA TANGA ISLAMIC SECONDARY SCHOOL,S.5379,Mbeya,Chunya Dc,Secondary,government
IBUN JAZAR ISLAMIC SECONDARY SCHOOL,S.5380,Tabora,Igunga Dc,Secondary,government
PEARLICY SECONDARY SCHOOL,S.5381,Tabora,Tabora Dc,Secondary,government
KINDIMBA JUU SECONDARY SCHOOL,S.5382,Shinyanga,Msalala Dc,Secondary,government
FEO GIRLS' SECONDARY SCHOOL,S.5383,Tabora,Tabora Dc,Secondary,government
EMAU SECONDARY SCHOOL,S.5388,Tabora,Tabora Dc,Secondary,government
MUNGERE SECONDARY SCHOOL,S.5390,Tabora,Tabora Dc,Secondary,government
JOHN MERLINI SECONDARY SCHOOL,S.5391,Tabora,Tabora Dc,Secondary,government
HOPE KIVULE SECONDARY SCHOOL,S.5393,Tabora,Tabora Dc,Secondary,government
ASSALAF ISLAMIC SEMINARY,S.5395,Geita,Chato Dc,Secondary,government
VAILETH SECONDARY SCHOOL,S.5396,Geita,Chato Dc,Secondary,government
MSASANI ISLAMIC SECONDARY SCHOOL,S.5397,Shinyanga,Kahama Tc,Secondary,government
MBARALI RIVERSIDE SECONDARY SCHOOL,S.5403,Mwanza,Magu Dc,Secondary,government
OLJORO NAMBA TANO SECONDARY SCHOOL,S.5404,Dar Es Salaam,Ilala Mc,Secondary,government
PONGWE ISLAMIC GIRLS' SECONDARY SCHOOL,S.5405,Dar Es Salaam,Ilala Mc,Secondary,government
MARANATHA MISSION SEMINARY,S.5406,Dar Es Salaam,Ilala Mc,Secondary,government
MKUZO ISLAMIC SECONDARY SCHOOL,S.5407,Dar Es Salaam,Ilala Mc,Secondary,government
WENDYRAYNA SECONDARY SCHOOL,S.5412,Dodoma,Bahi Dc,Secondary,government
DREAM ACHIEVERS SECONDARY SCHOOL,S.5415,Manyara,Babati Dc,Secondary,government
OSWE BOYS' SECONDARY SCHOOL,S.5416,Manyara,Babati Dc,Secondary,government
MAVUNO MODAL GIRLS' SECONDARY SCHOOL,S.5417,Coast,Chalinze Dc,Secondary,government
ST. JOSEPH KOLPING SECONDARY SCHOOL,S.5418,Coast,Chalinze Dc,Secondary,government
ST. MONICA MOSHONO GIRLS' SECONDARY SCHOOL,S.5419,Dar Es Salaam,Ilala Mc,Secondary,government
ST. FRANCISCO DE ASIZ SECONDARY SCHOOL,S.5420,Coast,Rufiji Dc,Secondary,government
ST. ANSELM SECONDARY SCHOOL,S.5422,Lindi,Ruangwa Dc,Secondary,government
SANTA LUCIA SECONDARY SCHOOL,S.5423,Manyara,Hanang Dc,Secondary,government
JIPEMOYO SECONDARY SCHOOL,S.5425,Kigoma,Kigoma Mc,Secondary,government
KITENGA GIRLS' SECONDARY SCHOOL,S.5428,Kagera,Bukoba Dc,Secondary,government
TWING MEMORIAL SECONDARY SCHOOL,S.5429,Songwe,Mbozi Dc,Secondary,government
KAOZYA SECONDARY SCHOOL,S.5430,Dar Es Salaam,Temeke Mc,Secondary,government
HARADALI WINNERS SECONDARY SCHOOL,S.5431,Dar Es Salaam,Ilala Mc,Secondary,government
CAPUCHIN BOYS' SECONDARY SCHOOL,S.5432,Songwe,Songwe Dc,Secondary,government
AL-AMIN SECONDARY SCHOOL,S.5433,Dar Es Salaam,Ilala Mc,Secondary,government
TASNIM MUSLIM SECONDARY SCHOOL,S.5434,Dar Es Salaam,Ilala Mc,Secondary,government
ST. LEONARD CO-EDUCATION SECONDARY SCHOOL,S.5448,Songwe,Mbozi Dc,Secondary,government
ST. DOMINIC SAVIO SECONDARY SCHOOL,S.5451,Mwanza,Kwimba Dc,Secondary,government
KINGS SECONDARY SCHOOL,S.5452,Arusha,Arusha Cc,Secondary,government
LITETEMA SECONDARY SCHOOL,S.5459,Morogoro,Kilombero Dc,Secondary,government
UBETU MAWENZI SECONDARY SCHOOL,S.5460,Morogoro,Kilombero Dc,Secondary,government
ST. WILBALDA SECONDARY SCHOOL,S.5462,Coast,Chalinze Dc,Secondary,government
MADANDI SECONDARY SCHOOL,S.5463,Mbeya,Mbeya Dc,Secondary,government
KIKALA SECONDARY SCHOOL,S.5464,Mara,Tarime Tc,Secondary,government
REDO SECONDARY SCHOOL,S.5466,Kigoma,Kasulu Tc,Secondary,government
REAL HOPE SECONDARY SCHOOL,S.5470,Mara,Bunda Tc,Secondary,government
ROCKS HILL SECONDARY SCHOOL,S.5471,Mara,Bunda Tc,Secondary,government
SAVANNAH PLAINS SECONDARY SCHOOL,S.5472,Mara,Bunda Tc,Secondary,government
LUMWAGO SECONDARY SCHOOL,S.5473,Mara,Bunda Tc,Secondary,government
MIKAMBA SECONDARY SCHOOL,S.5474,Mara,Bunda Tc,Secondary,government
MPINDA BOYS' SECONDARY SCHOOL,S.5475,Mara,Tarime Dc,Secondary,government
NTONZO SECONDARY SCHOOL,S.5477,Mara,Serengeti Dc,Secondary,government
SAKURA GIRLS' SECONDARY SCHOOL,S.5478,Mara,Musoma Dc,Secondary,government
MANUS DEI SECONDARY SCHOOL,S.5482,Dar Es Salaam,Ilala Mc,Secondary,government
NEW ERA MONTESSORI SECONDARY SCHOOL,S.5486,Mwanza,Ukerewe Dc,Secondary,government
ATLAS SECONDARY SCHOOL,S.5490,Mara,Serengeti Dc,Secondary,government
NATRON FLAMINGO'S SECONDARY SCHOOL,S.5491,Mara,Serengeti Dc,Secondary,government
BENJAMIN SECONDARY SCHOOL,S.5492,Ruvuma,Mbinga Tc,Secondary,government
TUMAINI SENIOR SECONDARY SCHOOL,S.5493,Ruvuma,Mbinga Tc,Secondary,government
DIVINE MERCY GIRLS' SEMINARY,S.5494,Ruvuma,Mbinga Tc,Secondary,government
WESTGATE GIRLS' SECONDARY SCHOOL,S.5495,Geita,Geita Dc,Secondary,government
RUSHE SECONDARY SCHOOL,S.5496,Geita,Geita Dc,Secondary,government
ISTIQAAMA SHINYANGA ISLAMIC SECONDARY SCHOOL,S.5498,Dar Es Salaam,Ilala Mc,Secondary,government
ST. JOHN VIANNEY SECONDARY SCHOOL,S.5500,Geita,Geita Dc,Secondary,government
ZAMZAM ISLAMIC GIRLS' SECONDARY SCHOOL,S.5502,Geita,Geita Dc,Secondary,government
ELU SECONDARY SCHOOL,S.5503,Simiyu,Maswa Dc,Secondary,government
MARY WILSON GIRLS' SECONDARY SCHOOL,S.5504,Geita,Geita Dc,Secondary,government
JOSTIHEGO SECONDARY SCHOOL,S.5505,Njombe,Njombe Tc,Secondary,government
EMI SECONDARY SCHOOL,S.5506,Katavi,Mpanda Dc,Secondary,government
INTEL SECONDARY SCHOOL,S.5507,Mtwara,Mtwara Dc,Secondary,government
SHANGWALE SECONDARY SCHOOL,S.5520,Mtwara,Mtwara Dc,Secondary,government
INSPIRE SECONDARY SCHOOL,S.5521,Kilimanjaro,Same Dc,Secondary,government
IHSAN ISLAMIC SECONDARY SCHOOL,S.5530,Katavi,Mpanda Mc,Secondary,government
MICHAUD GIRLS' SECONDARY SCHOOL,S.5532,Simiyu,Maswa Dc,Secondary,government
FRANCISCAN GIRLS' SECONDARY SCHOOL,S.5533,Geita,Bukombe Dc,Secondary,government
HELASITA SECONDARY SCHOOL,S.5536,Geita,Bukombe Dc,Secondary,government
SUMAGHA SECONDARY SCHOOL,S.5538,Morogoro,Mvomero Dc,Secondary,government
TWIZA SECONDARY SCHOOL,S.5539,Katavi,Nsimbo Dc,Secondary,government
NAMNYAKI SECONDARY SCHOOL,S.5542,Tanga,Handeni Dc,Secondary,government
KING COSTANTINO SECONDARY SCHOOL,S.5544,Katavi,Nsimbo Dc,Secondary,government
AL-FALLAH ISLAMIC SECONDARY SCHOOL,S.5546,Coast,Mkuranga Dc,Secondary,government
MUJUMUZI SECONDARY SCHOOL,S.5547,Coast,Mkuranga Dc,Secondary,government
USHINDI SECONDARY SCHOOL,S.5549,Tabora,Nzega Tc,Secondary,government
RENIE SECONDARY SCHOOL,S.5551,Katavi,Mpanda Dc,Secondary,government
DONNYBROOK SECONDARY SCHOOL,S.5552,Shinyanga,Kahama Tc,Secondary,government
THEMI HILL SECONDARY SCHOOL,S.5553,Mtwara,Mtwara Dc,Secondary,government
KEMEBOS SECONDARY SCHOOL,S.5555,Mtwara,Mtwara Dc,Secondary,government
YAKINI SECONDARY SCHOOL,S.5556,Kagera,Muleba Dc,Secondary,government
BUKOBA HOPE LUTHERAN SECONDARY SCHOOL,S.5558,Shinyanga,Kishapu Dc,Secondary,government
MARIA STIEREN GIRLS' SECONDARY SCHOOL,S.5560,Mwanza,Buchosa Dc,Secondary,government
BEREA SECONDARY SCHOOL,S.5568,Geita,Chato Dc,Secondary,government
IBUN RUSHDY SECONDARY SCHOOL,S.5573,Manyara,Hanang Dc,Secondary,government
EMINK SECONDARY SCHOOL,S.5578,Mtwara,Mtwara Dc,Secondary,government
SCIM POLYTECHNIC SECONDARY SCHOOL,S.5587,Mwanza,Misungwi Dc,Secondary,government
ALFA OMEGA SECONDARY SCHOOL,S.5588,Mtwara,Nanyumbu Dc,Secondary,government
MARANGU HILLS SECONDARY SCHOOL,S.5590,Mtwara,Mtwara Dc,Secondary,government
YEDIDIA SECONDARY SCHOOL,S.5591,Mtwara,Mtwara Dc,Secondary,government
KIGOMA GRAND HIGH SCHOOL,S.5595,Tabora,Kaliua Dc,Secondary,government
BURHANI SECONDARY SCHOOL,S.5596,Mtwara,Mtwara Dc,Secondary,government
ST. GABRIEL TECHNICAL SECONDARY SCHOOL,S.5597,Mtwara,Mtwara Dc,Secondary,government
DR. JOHN CHACHA SECONDARY SCHOOL,S.5601,Mara,Tarime Dc,Secondary,government
ALPHA ADVENTIST SECONDARY SCHOOL,S.5603,Manyara,Babati Dc,Secondary,government
EDITH GVORA SECONDARY SCHOOL,S.5607,Mara,Tarime Dc,Secondary,government
NYAHIRI MEMORIAL SECONDARY SCHOOL,S.5609,Mara,Tarime Dc,Secondary,government
NASERIAN SECONDARY SCHOOL,S.5611,Mara,Tarime Dc,Secondary,government
IZUO SECONDARY SCHOOL,S.5612,Mara,Tarime Dc,Secondary,government
NYAMUGE SECONDARY SCHOOL,S.5613,Mara,Tarime Dc,Secondary,government
AL-SWIDIIQ SECONDARY SCHOOL,S.5614,Mara,Tarime Dc,Secondary,government
CARMEL MOUNT GIRLS' SECONDARY SCHOOL,S.5615,Mara,Tarime Dc,Secondary,government
FRANSALIAN HEKIMA SEMINARY,S.5616,Mara,Tarime Dc,Secondary,government
UPENDO AMANI SECONDARY SCHOOL,S.5619,Mwanza,Sengerema Dc,Secondary,government
URSULINE SECONDARY SCHOOL,S.5620,Mara,Tarime Dc,Secondary,government
ELIZABETH SECONDARY SCHOOL,S.5622,Mara,Tarime Dc,Secondary,government
PILIKANO SECONDARY SCHOOL,S.5624,Mara,Tarime Dc,Secondary,government
ILYEMA SECONDARY SCHOOL,S.5627,Shinyanga,Ushetu Dc,Secondary,government
EXPERANCIA SECONDARY SCHOOL,S.5628,Shinyanga,Ushetu Dc,Secondary,government
ST. VICENT SECONDARY SCHOOL,S.5630,Coast,Kisarawe Dc,Secondary,government
JERUSALEM SECONDARY SCHOOL,S.5634,Ruvuma,Songea Dc,Secondary,government
CHONGI SECONDARY SCHOOL,S.5636,Shinyanga,Msalala Dc,Secondary,government
GIDAGWAJEDA SECONDARY SCHOOL,S.5639,Mara,Tarime Dc,Secondary,government
ST. JOSEPH ALLAMANO SECONDARY SCHOOL,S.5643,Mara,Tarime Dc,Secondary,government
ST. ANDREW SECONDARY SCHOOL,S.5645,Mara,Tarime Dc,Secondary,government
ST. JOSEPH RUTABO SECONDARY SCHOOL,S.5646,Songwe,Tunduma Tc,Secondary,government
PROF. JOYCE NDALICHAKO SECONDARY SCHOOL,S.5647,Mbeya,Mbeya Dc,Secondary,government
MAKALA SECONDARY SCHOOL,S.5648,Dar Es Salaam,Ubungo Mc,Secondary,government
USA RIVER REHABILITATION SECONDARY SCHOOL,S.5654,Mara,Tarime Dc,Secondary,government
MUKIDOMA SECONDARY SCHOOL,S.5655,Simiyu,Bariadi Tc,Secondary,government
HOCET SECONDARY SCHOOL,S.5661,Dar Es Salaam,Kinondoni Mc,Secondary,government
UFUNUO SECONDARY SCHOOL,S.5662,Mara,Tarime Dc,Secondary,government
ELPAS SECONDARY SCHOOL,S.5663,Mara,Tarime Dc,Secondary,government
ST. RAPHAEL SECONDARY SCHOOL,S.5666,Songwe,Tunduma Tc,Secondary,government
LITTLE TREASURES SECONDARY SCHOOL,S.5667,Songwe,Tunduma Tc,Secondary,government
SAKAPE SECONDARY SCHOOL,S.5672,Shinyanga,Ushetu Dc,Secondary,government
ST. PAMACHIUS INCLUSIVE SECONDARY SCHOOL,S.5673,Iringa,Mafinga Tc,Secondary,government
LUCKY STARS SECONDARY SCHOOL,S.5674,Morogoro,Ifakara Tc,Secondary,government
ZIGI SECONDARY SCHOOL,S.5675,Mara,Tarime Dc,Secondary,government
MIANZINI SECONDARY SCHOOL,S.5680,Morogoro,Ifakara Tc,Secondary,government
ST.ANTHONY TECHNICAL SECONDARY SCHOOL,S.5681,Morogoro,Ifakara Tc,Secondary,government
KAGWA SECONDARY SCHOOL,S.5683,Mbeya,Rungwe Dc,Secondary,government
MPEMBA ILASI GIRLS' SECONDARY SCHOOL,S.5684,Mara,Tarime Dc,Secondary,government
VICTORIAN GIRLS' SECONDARY SCHOOL,S.5686,Kagera,Bukoba Dc,Secondary,government
LIVING WATER SECONDARY SCHOOL,S.5687,Kagera,Bukoba Dc,Secondary,government
AGAPE BOYS' SECONDARY SCHOOL,S.5688,Katavi,Mpanda Mc,Secondary,government
UFUNDI BETHANIA SECONDARY SCHOOL,S.5689,Katavi,Mpanda Mc,Secondary,government
MT. KAROLO BOROMEO SECONDARY SCHOOL,S.5691,Kigoma,Kakonko Dc,Secondary,government
ZULU SECONDARY SCHOOL,S.5692,Mara,Tarime Dc,Secondary,government
KANUDA SECONDARY SCHOOL,S.5693,Tanga,Tanga Cc,Secondary,government
ST. ALBERTO GIRLS' SECONDARY SCHOOL,S.5697,Tanga,Korogwe Dc,Secondary,government
HILL LAND SECONDARY SCHOOL,S.5698,Geita,Geita Dc,Secondary,government
BLUE SKY GIRLS' SECONDARY SCHOOL,S.5700,Coast,Mkuranga Dc,Secondary,government
KINGDOM LIFE SECONDARY SCHOOL,S.5702,Kagera,Muleba Dc,Secondary,government
ST. JOHN PAUL II SECONDARY SCHOOL,S.5713,Njombe,Wangingombe Dc,Secondary,government
NASCO SECONDARY SCHOOL,S.5714,Kagera,Muleba Dc,Secondary,government
REGINA SANTORUM SECONDARY SCHOOL,S.5715,Morogoro,Morogoro Mc,Secondary,government
PREISWERK GIRLS' SECONDARY SCHOOL,S.5716,Shinyanga,Kahama Tc,Secondary,government
GREEN WOOD SECONDARY SCHOOL,S.5717,Mbeya,Mbeya Cc,Secondary,government
SUN SECONDARY SCHOOL,S.5718,Shinyanga,Kahama Tc,Secondary,government
MANTANJI SECONDARY SCHOOL,S.5719,Morogoro,Morogoro Mc,Secondary,government
MAGS SECONDARY SCHOOL,S.5721,Arusha,Meru Dc,Secondary,government
PARADISE SECONDARY SCHOOL,S.5722,Arusha,Meru Dc,Secondary,government
MISO SECONDARY SCHOOL,S.5723,Arusha,Meru Dc,Secondary,government
GENIUS KINGS' SECONDARY SCHOOL,S.5724,Kagera,Muleba Dc,Secondary,government
MKOMBOZI HILLS SECONDARY SCHOOL,S.5726,Kagera,Muleba Dc,Secondary,government
OLDONYOWAS SECONDARY SCHOOL,S.5731,Kagera,Muleba Dc,Secondary,government
HONDOMOIRO SECONDARY SCHOOL,S.5734,Kagera,Muleba Dc,Secondary,government
GOOD HOPE SECONDARY SCHOOL,S.5740,Geita,Chato Dc,Secondary,government
TAQWA MODERN SECONDARY SCHOOL,S.5741,Kagera,Karagwe Dc,Secondary,government
SHIWANDA SECONDARY SCHOOL,S.5744,Kagera,Karagwe Dc,Secondary,government
CROWN SECONDARY SCHOOL,S.5745,Kagera,Karagwe Dc,Secondary,government
BARAY KHUSMAYI SECONDARY SCHOOL,S.5757,Mwanza,Magu Dc,Secondary,government
AHSANTE NYERERE SECONDARY SCHOOL,S.5759,Kagera,Muleba Dc,Secondary,government
IBN HAMBAL ISLAMIC SECONDARY SCHOOL,S.5762,Kagera,Muleba Dc,Secondary,government
AMANI SECONDARY SCHOOL,S.5763,Kagera,Muleba Dc,Secondary,government
MUMITERAMA SECONDARY SCHOOL,S.5765,Kigoma,Kigoma Dc,Secondary,government
UGALA SECONDARY SCHOOL,S.5767,Mbeya,Busokelo Dc,Secondary,government
IMARA SECONDARY SCHOOL,S.5768,Mbeya,Busokelo Dc,Secondary,government
TAIFA SECONDARY SCHOOL,S.5769,Geita,Chato Dc,Secondary,government
FPCT NEEMA SECONDARY SCHOOL,S.5770,Coast,Bagamoyo Dc,Secondary,government
ILALA KASULU SECONDARY SCHOOL,S.5781,Arusha,Meru Dc,Secondary,government
EFFORTS SECONDARY SCHOOL,S.5782,Kagera,Muleba Dc,Secondary,government
HOLY GHOST VIZIWI HIGH SCHOOL,S.5791,Tanga,Muheza Dc,Secondary,government
NAZARENE PROGRESS SECONDARY SCHOOL,S.5800,Dodoma,Kongwa Dc,Secondary,government
KAGANGO 'B' GIRLS' SECONDARY SCHOOL,S.5817,Simiyu,Busega Dc,Secondary,government
AL-MAKTOUM SECONDARY SCHOOL,S.5818,Morogoro,Kilombero Dc,Secondary,government
VICTORY MIONO SECONDARY SCHOOL,S.5819,Mara,Musoma Dc,Secondary,government
SHILUSHI SECONDARY SCHOOL,S.5823,Morogoro,Kilombero Dc,Secondary,government
SHADAIMU SECONDARY SCHOOL,S.5824,Morogoro,Kilombero Dc,Secondary,government
ABDALLAH H. ULEGA SECONDARY SCHOOL,S.5831,Tabora,Igunga Dc,Secondary,government
SALVATION GIRLS' SECONDARY SCHOOL,S.5836,Morogoro,Kilombero Dc,Secondary,government
MWANZA LUTHERAN SECONDARY SCHOOL,S.5849,Kilimanjaro,Moshi Mc,Secondary,government
RICHARD NORGETE MEMORIAL SECONDARY SCHOOL,S.5856,Morogoro,Kilombero Dc,Secondary,government
KEFA SECONDARY SCHOOL,S.5858,Dodoma,Kongwa Dc,Secondary,government
ST. MONICA WASA SECONDARY SCHOOL,S.5859,Mwanza,Ilemela Mc,Secondary,government
ANGELINA MABULA SECONDARY SCHOOL,S.5860,Tanga,Handeni Dc,Secondary,government
ST. MONICA WINO GIRLS' SECONDARY SCHOOL,S.5861,Morogoro,Kilombero Dc,Secondary,government
ST. JUDE GIRLS' SECONDARY SCHOOL,S.5864,Morogoro,Kilombero Dc,Secondary,government
ST. DOMINIC SAVIO KIGONZILE SECONDARY SCHOOL,S.5865,Morogoro,Kilombero Dc,Secondary,government
HERMON BOYS' SECONDARY SCHOOL,S.5868,Morogoro,Kilombero Dc,Secondary,government
CHIKOLOPOLA SECONDARY SCHOOL,S.5869,Morogoro,Kilombero Dc,Secondary,government
RIRODA ISLAMIC SECONDARY SCHOOL,S.5873,Geita,Nyanghwale Dc,Secondary,government
GWAMIYE SECONDARY SCHOOL,S.5875,Morogoro,Kilombero Dc,Secondary,government
MASHUJAA-SINZA SECONDARY SCHOOL,S.5877,Morogoro,Kilombero Dc,Secondary,government
SISTERS OF MARY SECONDARY SCHOOL,S.5878,Dodoma,Bahi Dc,Secondary,government
NYAMWILOLEWA SECONDARY SCHOOL,S.5879,Morogoro,Kilombero Dc,Secondary,government
GRAIYAKI SECONDARY SCHOOL,S.5881,Morogoro,Kilombero Dc,Secondary,government
MKONO VISION SECONDARY SCHOOL,S.5885,Kagera,Muleba Dc,Secondary,government
MAFINGA BOYS' SECONDARY SCHOOL,S.5887,Morogoro,Kilombero Dc,Secondary,government
NANINA MEMORIAL SECONDARY SCHOOL,S.5888,Kagera,Muleba Dc,Secondary,government
ALPHA GIRLS' SECONDARY SCHOOL,S.5889,Kagera,Muleba Dc,Secondary,government
NEW DAWN SECONDARY SCHOOL,S.5891,Morogoro,Kilombero Dc,Secondary,government
BISHOP THOMAS LABRECQUE GIRLS' SECONDARY SCHOOL,S.5899,Morogoro,Kilombero Dc,Secondary,government
MARIA SECONDARY SCHOOL,S.5909,Katavi,Nsimbo Dc,Secondary,government
ISTIQAAMA BUKOBA SECONDARY SCHOOL,S.5911,Katavi,Nsimbo Dc,Secondary,government
NAMIRAH SECONDARY SCHOOL,S.5917,Katavi,Nsimbo Dc,Secondary,government
ST. PATRICK SEMINARY,S.5920,Katavi,Nsimbo Dc,Secondary,government
SUNNI MUSLIM JAMAAT SECONDARY SCHOOL,S.5929,Katavi,Nsimbo Dc,Secondary,government
MOTHER KEVIN SECONDARY SCHOOL,S.5945,Katavi,Nsimbo Dc,Secondary,government
KILIMANJARO MODERN BOYS' SECONDARY SCHOOL,S.5947,Katavi,Nsimbo Dc,Secondary,government
FLORENCE GIRLS' SECONDARY SCHOOL,S.5952,Katavi,Nsimbo Dc,Secondary,government
